Name	SWScore	BitScore	E-value	SeqIndex
"sp|Q8UKK2|DNE22_AGRFC Error-prone DNA polymerase 2 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dnaE2-2 PE=3 SV=1"	48.0	41	0.04602	106891
"sp|P33609|DPOLA_MOUSE DNA polymerase alpha catalytic subunit OS=Mus musculus OX=10090 GN=Pola1 PE=1 SV=2"	48.0	41	0.04602	109559
"sp|O89042|DPOLA_RAT DNA polymerase alpha catalytic subunit (Fragment) OS=Rattus norvegicus OX=10116 GN=Pola1 PE=1 SV=1"	48.0	41	0.04602	109562
"sp|Q8TD57|DYH3_HUMAN Dynein axonemal heavy chain 3 OS=Homo sapiens OX=9606 GN=DNAH3 PE=1 SV=1"	48.0	41	0.04602	114036
"sp|P34036|DYHC_DICDI Dynein heavy chain, cytoplasmic OS=Dictyostelium discoideum OX=44689 GN=dhcA PE=1 SV=2"	48.0	41	0.04602	114061
"sp|B3MIY7|EIF3K_DROAN Eukaryotic translation initiation factor 3 subunit K OS=Drosophila ananassae OX=7217 GN=GF13261 PE=3 SV=1"	48.0	41	0.04602	121204
"sp|Q9W2D9|EIF3K_DROME Eukaryotic translation initiation factor 3 subunit K OS=Drosophila melanogaster OX=7227 GN=eIF3k PE=1 SV=1"	48.0	41	0.04602	121207
"sp|B4KTN5|EIF3K_DROMO Eukaryotic translation initiation factor 3 subunit K OS=Drosophila mojavensis OX=7230 GN=GI20605 PE=3 SV=1"	48.0	41	0.04602	121208
"sp|B4I7U3|EIF3K_DROSE Eukaryotic translation initiation factor 3 subunit K OS=Drosophila sechellia OX=7238 GN=GM15855 PE=3 SV=1"	48.0	41	0.04602	121211
"sp|B4LNQ8|EIF3K_DROVI Eukaryotic translation initiation factor 3 subunit K OS=Drosophila virilis OX=7244 GN=GJ21045 PE=3 SV=1"	48.0	41	0.04602	121212
"sp|B4MIW0|EIF3K_DROWI Eukaryotic translation initiation factor 3 subunit K OS=Drosophila willistoni OX=7260 GN=GK10740 PE=3 SV=1"	48.0	41	0.04602	121213
"sp|B4P8V1|EIF3K_DROYA Eukaryotic translation initiation factor 3 subunit K OS=Drosophila yakuba OX=7245 GN=GE12213 PE=2 SV=1"	48.0	41	0.04602	121214
"sp|F4JZC2|ENAS1_ARATH Cytosolic endo-beta-N-acetylglucosaminidase 1 OS=Arabidopsis thaliana OX=3702 GN=ENGASE1 PE=1 SV=1"	48.0	41	0.04602	122118
"sp|Q9USZ7|END3_SCHPO Actin cytoskeleton-regulatory complex protein end3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=end3 PE=3 SV=1"	48.0	41	0.04602	122202
"sp|Q4L6Q7|END4_STAHJ Probable endonuclease 4 OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=nfo PE=3 SV=1"	48.0	41	0.04602	122440
"sp|Q49Y00|END4_STAS1 Probable endonuclease 4 OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=nfo PE=3 SV=1"	48.0	41	0.04602	122441
"sp|A4KX74|ESTE_HVAVE Putative esterase OS=Heliothis virescens ascovirus 3e OX=260797 GN=ORF19 PE=3 SV=1"	48.0	41	0.04602	127075
"sp|Q9FDL4|EX7L_ZYMMO Exodeoxyribonuclease 7 large subunit OS=Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4) OX=264203 GN=xseA PE=3 SV=2"	48.0	41	0.04602	128180
"sp|P12050|FAND_ECOLX Outer membrane usher protein FanD OS=Escherichia coli OX=562 GN=fanD PE=3 SV=1"	48.0	41	0.04602	132951
"sp|Q9LIR8|FBK67_ARATH F-box/kelch-repeat protein At3g23880 OS=Arabidopsis thaliana OX=3702 GN=At3g23880 PE=2 SV=1"	48.0	41	0.04602	134011
"sp|P44787|FMT_HAEIN Methionyl-tRNA formyltransferase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=fmt PE=3 SV=1"	48.0	41	0.04602	140837
"sp|Q6EUW1|FOXO3_XENLA Forkhead box protein O3 OS=Xenopus laevis OX=8355 GN=foxo3 PE=2 SV=1"	48.0	41	0.04602	142638
"sp|C3N783|GCH3_SULIY GTP cyclohydrolase III OS=Sulfolobus islandicus (strain Y.G.57.14 / Yellowstone #1) OX=439386 GN=gch3 PE=3 SV=1"	48.0	41	0.04602	151925
"sp|Q87MD6|GLND_VIBPA Bifunctional uridylyltransferase/uridylyl-removing enzyme OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926 GN=glnD PE=3 SV=1"	48.0	41	0.04602	159466
"sp|Q9V4C8|HCF_DROME Host cell factor OS=Drosophila melanogaster OX=7227 GN=Hcf PE=1 SV=2"	48.0	41	0.04602	174811
"sp|P39730|IF2P_YEAST Eukaryotic translation initiation factor 5B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUN12 PE=1 SV=2"	48.0	41	0.04602	195337
"sp|Q9BE45|IKBZ_BOVIN NF-kappa-B inhibitor zeta OS=Bos taurus OX=9913 GN=NFKBIZ PE=2 SV=2"	48.0	41	0.04602	197978
"sp|Q312S2|ISLA_OLEA2 Isethionate sulfite-lyase OS=Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) OX=207559 GN=islA PE=2 SV=1"	48.0	41	0.04602	203389
"sp|A4J0Y4|ISPF_DESRM 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase OS=Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) OX=349161 GN=ispF PE=3 SV=1"	48.0	41	0.04602	204683
"sp|O44386|ITA3_DROME Integrin alpha-PS3 OS=Drosophila melanogaster OX=7227 GN=scb PE=1 SV=2"	48.0	41	0.04602	206076
"sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5"	48.0	41	0.04602	206077
"sp|P14691|KAF2_SORBI Kafirin PSKR2 OS=Sorghum bicolor OX=4558 PE=2 SV=2"	48.0	41	0.04602	208861
"sp|Q5JUK3|KCNT1_HUMAN Potassium channel subfamily T member 1 OS=Homo sapiens OX=9606 GN=KCNT1 PE=1 SV=2"	48.0	41	0.04602	210380
"sp|Q7ZYL5|KF22B_XENLA Kinesin-like protein KIF22-B OS=Xenopus laevis OX=8355 GN=kif22-b PE=2 SV=2"	48.0	41	0.04602	213098
"sp|Q6P3R1|KIF22_XENTR Kinesin-like protein KIF22 OS=Xenopus tropicalis OX=8364 GN=kif22 PE=2 SV=1"	48.0	41	0.04602	214175
"sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2"	48.0	41	0.04602	214201
"sp|P34341|KLE2_CAEEL Condensin-2 complex subunit kle-2 OS=Caenorhabditis elegans OX=6239 GN=kle-2 PE=1 SV=2"	48.0	41	0.04602	214790
"sp|B9FFA3|KN7E_ORYSJ Kinesin-like protein KIN-7E, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=KIN7E PE=3 SV=2"	48.0	41	0.04602	215286
"sp|Q05CL8|LARP7_MOUSE La-related protein 7 OS=Mus musculus OX=10090 GN=Larp7 PE=1 SV=2"	48.0	41	0.04602	218866
"sp|Q5XI01|LARP7_RAT La-related protein 7 OS=Rattus norvegicus OX=10116 GN=Larp7 PE=1 SV=2"	48.0	41	0.04602	218867
"sp|O83080|LDHD_TREPA D-lactate dehydrogenase OS=Treponema pallidum (strain Nichols) OX=243276 GN=ldhD PE=1 SV=1"	48.0	41	0.04602	219762
"sp|C7QJN7|LEU1_CATAD 2-isopropylmalate synthase OS=Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908) OX=479433 GN=leuA PE=3 SV=1"	48.0	41	0.04602	221414
"sp|Q43961|LIFO_ACIAD Lipase chaperone OS=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977 GN=lifO PE=3 SV=2"	48.0	41	0.04602	224949
"sp|Q68DH5|LMBD2_HUMAN G-protein coupled receptor-associated protein LMBRD2 OS=Homo sapiens OX=9606 GN=LMBRD2 PE=1 SV=1"	48.0	41	0.04602	227116
"sp|Q8C561|LMBD2_MOUSE G-protein coupled receptor-associated protein LMBRD2 OS=Mus musculus OX=10090 GN=Lmbrd2 PE=1 SV=1"	48.0	41	0.04602	227117
"sp|C4JHZ6|M28P2_UNCRE Probable zinc metalloprotease UREG_01421 OS=Uncinocarpus reesii (strain UAMH 1704) OX=336963 GN=UREG_01421 PE=3 SV=1"	48.0	41	0.04602	234922
"sp|Q9VIE6|MCM10_DROME Protein MCM10 homolog OS=Drosophila melanogaster OX=7227 GN=Mcm10 PE=1 SV=2"	48.0	41	0.04602	239113
"sp|B8P366|MDM10_POSPM Mitochondrial distribution and morphology protein 10 OS=Postia placenta (strain ATCC 44394 / Madison 698-R) OX=561896 GN=MDM10 PE=3 SV=1"	48.0	41	0.04602	240544
"sp|B8IZQ7|METAA_DESDA Homoserine O-acetyltransferase OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB) OX=525146 GN=metAA PE=3 SV=1"	48.0	41	0.04602	243507
"sp|Q3IHM8|METAS_PSET1 Homoserine O-succinyltransferase OS=Pseudoalteromonas translucida (strain TAC 125) OX=326442 GN=metAS PE=1 SV=1"	48.0	41	0.04602	243617
"sp|A8GKF8|METAS_SERP5 Homoserine O-succinyltransferase OS=Serratia proteamaculans (strain 568) OX=399741 GN=metAS PE=3 SV=1"	48.0	41	0.04602	243635
"sp|Q50341|MGP3_MYCPN Mgp-operon protein 3 OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=MPN_142 PE=1 SV=1"	48.0	41	0.04602	246021
"sp|A0RLR1|MNMG_BACAH tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Bacillus thuringiensis (strain Al Hakam) OX=412694 GN=mnmG PE=3 SV=1"	48.0	41	0.04602	252125
"sp|Q81JH3|MNMG_BACAN tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Bacillus anthracis OX=1392 GN=mnmG PE=3 SV=1"	48.0	41	0.04602	252126
"sp|Q72WU4|MNMG_BACC1 tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=mnmG PE=3 SV=1"	48.0	41	0.04602	252127
"sp|Q630B9|MNMG_BACCZ tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Bacillus cereus (strain ZK / E33L) OX=288681 GN=mnmG PE=3 SV=1"	48.0	41	0.04602	252130
"sp|Q6HAF3|MNMG_BACHK tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Bacillus thuringiensis subsp. konkukian (strain 97-27) OX=281309 GN=mnmG PE=3 SV=1"	48.0	41	0.04602	252133
"sp|P33408|MYFC_YEREN Outer membrane usher protein MyfC OS=Yersinia enterocolitica OX=630 GN=myfC PE=3 SV=1"	48.0	41	0.04602	268643
"sp|Q13402|MYO7A_HUMAN Unconventional myosin-VIIa OS=Homo sapiens OX=9606 GN=MYO7A PE=1 SV=2"	48.0	41	0.04602	269069
"sp|P97479|MYO7A_MOUSE Unconventional myosin-VIIa OS=Mus musculus OX=10090 GN=Myo7a PE=1 SV=2"	48.0	41	0.04602	269070
"sp|Q28970|MYO7A_PIG Unconventional myosin-VIIa (Fragment) OS=Sus scrofa OX=9823 GN=MYO7A PE=2 SV=1"	48.0	41	0.04602	269071
"sp|P0DP55|NPYV_MEIAT Pro-neuropeptide Y OS=Meiacanthus atrodorsalis OX=1405650 PE=2 SV=1"	48.0	41	0.04602	283051
"sp|O07565|NTDB_BACSU Kanosamine-6-phosphate phosphatase OS=Bacillus subtilis (strain 168) OX=224308 GN=ntdB PE=1 SV=2"	48.0	41	0.04602	286294
"sp|B2UV03|NTPP_HELPS Nucleoside triphosphate pyrophosphatase OS=Helicobacter pylori (strain Shi470) OX=512562 GN=HPSH_06415 PE=3 SV=1"	48.0	41	0.04602	286998
"sp|O74424|NU211_SCHPO Nucleoporin nup211 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nup211 PE=1 SV=1"	48.0	41	0.04602	287560
"sp|O05242|O16G3_BACSU Probable oligo-1,6-glucosidase 3 OS=Bacillus subtilis (strain 168) OX=224308 GN=yugT PE=3 SV=2"	48.0	41	0.04602	294268
"sp|B8N4P0|P20D2_ASPFN Probable carboxypeptidase AFLA_037450 OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167) OX=332952 GN=AFLA_037450 PE=3 SV=1"	48.0	41	0.04602	300400
"sp|P47457|PFKA_MYCGE Probable ATP-dependent 6-phosphofructokinase OS=Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) OX=243273 GN=pfkA PE=3 SV=1"	48.0	41	0.04602	312746
"sp|G5EG61|PGP14_CAEEL P-glycoprotein 14 OS=Caenorhabditis elegans OX=6239 GN=pgp-14 PE=2 SV=1"	48.0	41	0.04602	314880
"sp|P34331|PLK1_CAEEL Serine/threonine-protein kinase plk-1 OS=Caenorhabditis elegans OX=6239 GN=plk-1 PE=1 SV=3"	48.0	41	0.04602	319516
"sp|P27283|POLN_SINDO Polyprotein P1234 OS=Sindbis virus subtype Ockelbo (strain Edsbyn 82-5) OX=31699 PE=3 SV=2"	48.0	41	0.04602	323750
"sp|Q6AXZ6|PRS40_RAT Serine protease 40 OS=Rattus norvegicus OX=10116 GN=Prss40 PE=2 SV=1"	48.0	41	0.04602	330867
"sp|Q20585|PSMD6_CAEEL 26S proteasome non-ATPase regulatory subunit 6 OS=Caenorhabditis elegans OX=6239 GN=rpn-7 PE=2 SV=1"	48.0	41	0.04602	336588
"sp|B7IHW1|RL6_THEAB Large ribosomal subunit protein uL6 OS=Thermosipho africanus (strain TCF52B) OX=484019 GN=rplF PE=3 SV=1"	48.0	41	0.04602	395166
"sp|F4HY56|RLT1_ARATH Homeobox-DDT domain protein RLT1 OS=Arabidopsis thaliana OX=3702 GN=RLT1 PE=1 SV=1"	48.0	41	0.04602	399965
"sp|Q7NQH7|RPOA_CHRVO DNA-directed RNA polymerase subunit alpha OS=Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / CCUG 213 / NBRC 12614 / NCIMB 9131 / NCTC 9757 / MK) OX=243365 GN=rpoA PE=3 SV=1"	48.0	41	0.04602	407748
"sp|F4JT82|RPP2C_ARATH Probable disease resistance protein At4g19520 OS=Arabidopsis thaliana OX=3702 GN=At4g19520 PE=3 SV=1"	48.0	41	0.04602	411212
"sp|Q8U9K6|RUVB_AGRFC Holliday junction branch migration complex subunit RuvB OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438523
"sp|Q2SZ55|RUVB_BURTA Holliday junction branch migration complex subunit RuvB OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264) OX=271848 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438621
"sp|A7ZMY4|RUVB_ECO24 Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438724
"sp|B7MBR9|RUVB_ECO45 Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438726
"sp|B7L7R3|RUVB_ECO55 Holliday junction branch migration complex subunit RuvB OS=Escherichia coli (strain 55989 / EAEC) OX=585055 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438727
"sp|P0A813|RUVB_ECO57 Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O157:H7 OX=83334 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438728
"sp|B5YR05|RUVB_ECO5E Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438729
"sp|B7MVZ1|RUVB_ECO81 Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O81 (strain ED1a) OX=585397 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438731
"sp|B7M2F1|RUVB_ECO8A Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O8 (strain IAI1) OX=585034 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438732
"sp|C4ZQE4|RUVB_ECOBW Holliday junction branch migration complex subunit RuvB OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438733
"sp|B1XHC8|RUVB_ECODH Holliday junction branch migration complex subunit RuvB OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438734
"sp|A8A160|RUVB_ECOHS Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O9:H4 (strain HS) OX=331112 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438735
"sp|A1AC21|RUVB_ECOK1 Holliday junction branch migration complex subunit RuvB OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438736
"sp|B1J0M8|RUVB_ECOLC Holliday junction branch migration complex subunit RuvB OS=Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438739
"sp|P0A812|RUVB_ECOLI Holliday junction branch migration complex subunit RuvB OS=Escherichia coli (strain K12) OX=83333 GN=ruvB PE=1 SV=1"	48.0	41	0.04602	438740
"sp|B6IBT9|RUVB_ECOSE Holliday junction branch migration complex subunit RuvB OS=Escherichia coli (strain SE11) OX=409438 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438742
"sp|Q1RAS4|RUVB_ECOUT Holliday junction branch migration complex subunit RuvB OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438744
"sp|A4XRS1|RUVB_ECTM1 Holliday junction branch migration complex subunit RuvB OS=Ectopseudomonas mendocina (strain ymp) OX=399739 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438745
"sp|Q7VKV5|RUVB_HAEDU Holliday junction branch migration complex subunit RuvB OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	438786
"sp|B2TWQ1|RUVB_SHIB3 Holliday junction branch migration complex subunit RuvB OS=Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	439059
"sp|Q322E6|RUVB_SHIBS Holliday junction branch migration complex subunit RuvB OS=Shigella boydii serotype 4 (strain Sb227) OX=300268 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	439060
"sp|Q32HA1|RUVB_SHIDS Holliday junction branch migration complex subunit RuvB OS=Shigella dysenteriae serotype 1 (strain Sd197) OX=300267 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	439061
"sp|Q0T3U6|RUVB_SHIF8 Holliday junction branch migration complex subunit RuvB OS=Shigella flexneri serotype 5b (strain 8401) OX=373384 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	439062
"sp|Q83KR5|RUVB_SHIFL Holliday junction branch migration complex subunit RuvB OS=Shigella flexneri OX=623 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	439063
"sp|Q3Z2L8|RUVB_SHISS Holliday junction branch migration complex subunit RuvB OS=Shigella sonnei (strain Ss046) OX=300269 GN=ruvB PE=3 SV=1"	48.0	41	0.04602	439064
"sp|A3LZ57|SEC16_PICST COPII coat assembly protein SEC16 OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) OX=322104 GN=SEC16 PE=3 SV=2"	48.0	41	0.04602	445414
"sp|Q74ZJ5|SEN54_EREGS tRNA-splicing endonuclease subunit SEN54 OS=Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) OX=284811 GN=SEN54 PE=3 SV=1"	48.0	41	0.04602	448100
"sp|D4B3J8|SREA_ARTBC GATA-type transcription factor sreA OS=Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) OX=663331 GN=sreA PE=2 SV=1"	48.0	41	0.04602	459444
"sp|Q5TX47|STX1A_ANOGA Syntaxin-1A OS=Anopheles gambiae OX=7165 GN=Syx1A PE=1 SV=2"	48.0	41	0.04602	463296
"sp|B2UN91|SYE_AKKM8 Glutamate--tRNA ligase OS=Akkermansia muciniphila (strain ATCC BAA-835 / DSM 22959 / JCM 33894 / BCRC 81048 / CCUG 64013 / CIP 107961 / Muc) OX=349741 GN=gltX PE=3 SV=1"	48.0	41	0.04602	468631
"sp|A4SGA5|SYE_CHLPM Glutamate--tRNA ligase OS=Chlorobium phaeovibrioides (strain DSM 265 / 1930) OX=290318 GN=gltX PE=3 SV=1"	48.0	41	0.04602	468728
"sp|B7KHU5|SYGA_GLOC7 Glycine--tRNA ligase alpha subunit OS=Gloeothece citriformis (strain PCC 7424) OX=65393 GN=glyQ PE=3 SV=1"	48.0	41	0.04602	470427
"sp|B9DV93|SYGA_STRU0 Glycine--tRNA ligase alpha subunit OS=Streptococcus uberis (strain ATCC BAA-854 / 0140J) OX=218495 GN=glyQ PE=3 SV=1"	48.0	41	0.04602	470634
"sp|A8YUP7|SYI_LACH4 Isoleucine--tRNA ligase OS=Lactobacillus helveticus (strain DPC 4571) OX=405566 GN=ileS PE=3 SV=1"	48.0	41	0.04602	472119
"sp|Q478Y7|SYR_DECAR Arginine--tRNA ligase OS=Dechloromonas aromatica (strain RCB) OX=159087 GN=argS PE=3 SV=1"	48.0	41	0.04602	475832
"sp|Q6D474|SYR_PECAS Arginine--tRNA ligase OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491 GN=argS PE=3 SV=1"	48.0	41	0.04602	476087
"sp|C6DFD9|SYR_PECCP Arginine--tRNA ligase OS=Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230 GN=argS PE=3 SV=1"	48.0	41	0.04602	476088
"sp|Q3A6K6|SYR_SYNC1 Arginine--tRNA ligase OS=Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1) OX=338963 GN=argS PE=3 SV=1"	48.0	41	0.04602	476289
"sp|A7X383|SYV_STAA1 Valine--tRNA ligase OS=Staphylococcus aureus (strain Mu3 / ATCC 700698) OX=418127 GN=valS PE=3 SV=1"	48.0	41	0.04602	478258
"sp|A6U2D1|SYV_STAA2 Valine--tRNA ligase OS=Staphylococcus aureus (strain JH1) OX=359787 GN=valS PE=3 SV=1"	48.0	41	0.04602	478259
"sp|Q2FG72|SYV_STAA3 Valine--tRNA ligase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=valS PE=3 SV=1"	48.0	41	0.04602	478260
"sp|Q2FXR8|SYV_STAA8 Valine--tRNA ligase OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=valS PE=3 SV=1"	48.0	41	0.04602	478261
"sp|A5ITI8|SYV_STAA9 Valine--tRNA ligase OS=Staphylococcus aureus (strain JH9) OX=359786 GN=valS PE=3 SV=1"	48.0	41	0.04602	478262
"sp|Q2YTA0|SYV_STAAB Valine--tRNA ligase OS=Staphylococcus aureus (strain bovine RF122 / ET3-1) OX=273036 GN=valS PE=3 SV=1"	48.0	41	0.04602	478263
"sp|Q5HFA8|SYV_STAAC Valine--tRNA ligase OS=Staphylococcus aureus (strain COL) OX=93062 GN=valS PE=3 SV=1"	48.0	41	0.04602	478264
"sp|A6QHJ8|SYV_STAAE Valine--tRNA ligase OS=Staphylococcus aureus (strain Newman) OX=426430 GN=valS PE=3 SV=1"	48.0	41	0.04602	478265
"sp|Q931Q1|SYV_STAAM Valine--tRNA ligase OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=valS PE=3 SV=1"	48.0	41	0.04602	478266
"sp|Q99TJ8|SYV_STAAN Valine--tRNA ligase OS=Staphylococcus aureus (strain N315) OX=158879 GN=valS PE=1 SV=1"	48.0	41	0.04602	478267
"sp|Q6GG42|SYV_STAAR Valine--tRNA ligase OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=valS PE=3 SV=1"	48.0	41	0.04602	478268
"sp|Q6G8R2|SYV_STAAS Valine--tRNA ligase OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=valS PE=3 SV=1"	48.0	41	0.04602	478269
"sp|A8Z2I4|SYV_STAAT Valine--tRNA ligase OS=Staphylococcus aureus (strain USA300 / TCH1516) OX=451516 GN=valS PE=3 SV=1"	48.0	41	0.04602	478270
"sp|Q7A0P4|SYV_STAAW Valine--tRNA ligase OS=Staphylococcus aureus (strain MW2) OX=196620 GN=valS PE=3 SV=1"	48.0	41	0.04602	478271
"sp|B9DND4|SYV_STACT Valine--tRNA ligase OS=Staphylococcus carnosus (strain TM300) OX=396513 GN=valS PE=3 SV=1"	48.0	41	0.04602	478272
"sp|Q9K6E4|TAL_HALH5 Probable transaldolase OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=tal PE=3 SV=1"	48.0	41	0.04602	480796
"sp|Q3U0J8|TBD2B_MOUSE TBC1 domain family member 2B OS=Mus musculus OX=10090 GN=Tbc1d2b PE=1 SV=2"	48.0	41	0.04602	482827
"sp|Q28CB1|TBD2B_XENTR TBC1 domain family member 2B OS=Xenopus tropicalis OX=8364 GN=tbc1d2b PE=2 SV=1"	48.0	41	0.04602	482828
"sp|Q3ZAB8|TCEA_DEHM1 Trichloroethene reductive dehalogenase OS=Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195) OX=243164 GN=tceA PE=1 SV=1"	48.0	41	0.04602	483327
"sp|Q98PK4|THII_MYCPU Probable tRNA sulfurtransferase OS=Mycoplasmopsis pulmonis (strain UAB CTIP) OX=272635 GN=thiI PE=3 SV=1"	48.0	41	0.04602	487988
"sp|Q8BQ33|TICRR_MOUSE Treslin OS=Mus musculus OX=10090 GN=Ticrr PE=1 SV=2"	48.0	41	0.04602	489423
"sp|Q9PLZ2|TOP1_CAMJE DNA topoisomerase 1 OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168) OX=192222 GN=topA PE=3 SV=1"	48.0	41	0.04602	494009
"sp|B8ECC0|TPMT_SHEB2 Thiopurine S-methyltransferase OS=Shewanella baltica (strain OS223) OX=407976 GN=tpm PE=3 SV=1"	48.0	41	0.04602	495624
"sp|F4JWT7|TRDMT_ARATH tRNA (cytosine(38)-C(5))-methyltransferase 2 OS=Arabidopsis thaliana OX=3702 GN=DNMT2 PE=1 SV=1"	48.0	41	0.04602	496690
"sp|Q9I750|TSSA1_PSEAE Type VI secretion system component TssA1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=tssA1 PE=1 SV=1"	48.0	41	0.04602	505768
